sampleID,plateID,Tube Row,Tube Column,extractionid,extractionconcentration,LibID,LIBplateID,Data_yield,Reseq,Type,Index_plate,Reason,Selected_for_reprep
ID3263,EXT00010,B,11,EXT-MX010-B11,55.17,LIB-MX010-B11,LIB00010 (Index B),6.4,,sample,B,,#N/A
ID1357,EXT00010,B,12,EXT-MX010-B12,38.83,LIB-MX010-B12,LIB00010 (Index B),0.1,x,sample,B,lowyield,selected
ID3345,EXT00010,C,1,EXT-MX010-C1,33.36,LIB-MX010-C1,LIB00010 (Index B),16.1,,sample,B,,#N/A
ID1089,EXT00010,C,2,EXT-MX010-C2,48.08,LIB-MX010-C2,LIB00010 (Index B),13.7,,sample,B,,#N/A
NA,EXT00010,C,3,EXT-MX010-C3,0.01,LIB-MX010-C3,LIB00010 (Index B),0.0,,control,B,,#N/A
ID1904,EXT00010,C,4,EXT-MX010-C4,53.56,LIB-MX010-C4,LIB00010 (Index B),9.0,,sample,B,,#N/A
ID1567,EXT00010,C,5,EXT-MX010-C5,72.28,LIB-MX010-C5,LIB00010 (Index B),9.4,,sample,B,,#N/A
ID1873,EXT00010,C,6,EXT-MX010-C6,44.32,LIB-MX010-C6,LIB00010 (Index B),9.9,,sample,B,,#N/A
ID1546,EXT00010,C,7,EXT-MX010-C7,54.88,LIB-MX010-C7,LIB00010 (Index B),7.7,,sample,B,,#N/A
ID1664,EXT00010,C,8,EXT-MX010-C8,21.07,LIB-MX010-C8,LIB00010 (Index B),12.8,,sample,B,,#N/A
ID1392,EXT00010,C,9,EXT-MX010-C9,51.32,LIB-MX010-C9,LIB00010 (Index B),8.8,,sample,B,,#N/A
NA,EXT00010,C,10,EXT-MX010-C10,0,LIB-MX010-C10,LIB00010 (Index B),0.0,,control,B,,#N/A
ID3083,EXT00010,C,11,EXT-MX010-C11,52.98,LIB-MX010-C11,LIB00010 (Index B),12.1,,sample,B,,#N/A
ID1841,EXT00010,C,12,EXT-MX010-C12,4.65,LIB-MX010-C12,LIB00010 (Index B),9.1,,sample,B,,#N/A
ID3170,EXT00010,D,1,EXT-MX010-D1,61.43,LIB-MX010-D1,LIB00010 (Index B),2.4,,sample,B,,#N/A
ID1278,EXT00010,D,2,EXT-MX010-D2,44.57,LIB-MX010-D2,LIB00010 (Index B),1.3,,sample,B,,#N/A
ID1723,EXT00010,D,3,EXT-MX010-D3,51.72,LIB-MX010-D3,LIB00010 (Index B),14.1,,sample,B,,#N/A
ID1169,EXT00010,D,4,EXT-MX010-D4,31.99,LIB-MX010-D4,LIB00010 (Index B),11.3,,sample,B,,#N/A
ID1911,EXT00010,D,5,EXT-MX010-D5,49.03,LIB-MX010-D5,LIB00010 (Index B),10.1,,sample,B,,#N/A
ID3324,EXT00010,D,6,EXT-MX010-D6,54.6,LIB-MX010-D6,LIB00010 (Index B),11.5,,sample,B,,#N/A
ID3307,EXT00010,D,7,EXT-MX010-D7,72.34,LIB-MX010-D7,LIB00010 (Index B),8.1,,sample,B,,#N/A
ID1562,EXT00010,D,8,EXT-MX010-D8,29.93,LIB-MX010-D8,LIB00010 (Index B),9.8,,sample,B,,#N/A
ID1221,EXT00010,D,9,EXT-MX010-D9,41.96,LIB-MX010-D9,LIB00010 (Index B),8.0,,sample,B,,#N/A
ID1533,EXT00010,D,10,EXT-MX010-D10,39.56,LIB-MX010-D10,LIB00010 (Index B),7.4,,sample,B,,#N/A
ID3315,EXT00010,D,11,EXT-MX010-D11,51.42,LIB-MX010-D11,LIB00010 (Index B),15.8,,sample,B,,#N/A
NA,EXT00010,D,12,EXT-MX010-D12,11.05,LIB-MX010-D12,LIB00010 (Index B),9.2,,control,B,,#N/A
ID3295,EXT00010,E,1,EXT-MX010-E1,42.71,LIB-MX010-E1,LIB00010 (Index B),0.8,x,sample,B,lowyield,#N/A
ID3388,EXT00010,E,2,EXT-MX010-E2,51.58,LIB-MX010-E2,LIB00010 (Index B),6.3,,sample,B,,#N/A
ID1622,EXT00010,E,3,EXT-MX010-E3,48.15,LIB-MX010-E3,LIB00010 (Index B),10.8,,sample,B,,#N/A
ID1474,EXT00010,E,4,EXT-MX010-E4,45.57,LIB-MX010-E4,LIB00010 (Index B),0.2,x,sample,B,lowyield,selected
ID1361,EXT00010,E,5,EXT-MX010-E5,25.17,LIB-MX010-E5,LIB00010 (Index B),10.5,,sample,B,,#N/A
ID1906,EXT00010,E,6,EXT-MX010-E6,27,LIB-MX010-E6,LIB00010 (Index B),19.8,,sample,B,,#N/A
ID1120,EXT00010,E,7,EXT-MX010-E7,60.02,LIB-MX010-E7,LIB00010 (Index B),9.4,,sample,B,,#N/A
ID1147,EXT00010,E,8,EXT-MX010-E8,54.99,LIB-MX010-E8,LIB00010 (Index B),8.7,,sample,B,,#N/A
ID1982,EXT00010,E,9,EXT-MX010-E9,49.48,LIB-MX010-E9,LIB00010 (Index B),10.0,,sample,B,,#N/A
ID1219,EXT00010,E,10,EXT-MX010-E10,44.73,LIB-MX010-E10,LIB00010 (Index B),9.1,,sample,B,,#N/A
ID3178,EXT00010,E,11,EXT-MX010-E11,65.13,LIB-MX010-E11,LIB00010 (Index B),9.4,,sample,B,,#N/A
ID1887,EXT00010,F,1,EXT-MX010-F1,58.38,LIB-MX010-F1,LIB00010 (Index B),8.2,,sample,B,,#N/A
ID1127,EXT00010,F,2,EXT-MX010-F2,54.19,LIB-MX010-F2,LIB00010 (Index B),9.3,,sample,B,,#N/A
NA,EXT00010,F,3,EXT-MX010-F3,0.01,LIB-MX010-F3,LIB00010 (Index B),0.2,,control,B,,#N/A
ID1630,EXT00010,F,4,EXT-MX010-F4,41.1,LIB-MX010-F4,LIB00010 (Index B),9.8,,sample,B,,#N/A
ID1454,EXT00010,F,5,EXT-MX010-F5,57.05,LIB-MX010-F5,LIB00010 (Index B),26.0,,sample,B,,#N/A
ID1111,EXT00010,F,6,EXT-MX010-F6,52.63,LIB-MX010-F6,LIB00010 (Index B),8.0,,sample,B,,#N/A
ID1544,EXT00010,F,7,EXT-MX010-F7,71.14,LIB-MX010-F7,LIB00010 (Index B),13.6,,sample,B,,#N/A
ID1275,EXT00010,F,8,EXT-MX010-F8,59.56,LIB-MX010-F8,LIB00010 (Index B),10.7,,sample,B,,#N/A
ID3202,EXT00010,F,9,EXT-MX010-F9,49.03,LIB-MX010-F9,LIB00010 (Index B),11.0,,sample,B,,#N/A
NA,EXT00010,F,10,EXT-MX010-F10,0,LIB-MX010-F10,LIB00010 (Index B),0.0,,control,B,,#N/A
ID1300,EXT00010,F,11,EXT-MX010-F11,55.94,LIB-MX010-F11,LIB00010 (Index B),14.8,,sample,B,,#N/A
ID1658,EXT00010,G,1,EXT-MX010-G1,66.46,LIB-MX010-G1,LIB00010 (Index B),0.4,x,sample,B,lowyield,selected
ID1445,EXT00010,G,2,EXT-MX010-G2,63.53,LIB-MX010-G2,LIB00010 (Index B),8.1,,sample,B,,#N/A
ID3323,EXT00010,G,3,EXT-MX010-G3,54.71,LIB-MX010-G3,LIB00010 (Index B),9.9,,sample,B,,#N/A
ID3171,EXT00010,G,4,EXT-MX010-G4,51.42,LIB-MX010-G4,LIB00010 (Index B),52.3,,sample,B,,#N/A
ID1896,EXT00010,G,5,EXT-MX010-G5,57.89,LIB-MX010-G5,LIB00010 (Index B),9.9,,sample,B,,#N/A
ID1521,EXT00010,G,6,EXT-MX010-G6,26.45,LIB-MX010-G6,LIB00010 (Index B),10.6,,sample,B,,#N/A
ID3292,EXT00010,G,7,EXT-MX010-G7,54.36,LIB-MX010-G7,LIB00010 (Index B),7.9,,sample,B,,#N/A
ID1900,EXT00010,G,8,EXT-MX010-G8,60.56,LIB-MX010-G8,LIB00010 (Index B),9.3,,sample,B,,#N/A
ID3145,EXT00010,G,9,EXT-MX010-G9,62.33,LIB-MX010-G9,LIB00010 (Index B),15.4,,sample,B,,#N/A
ID1372,EXT00010,G,10,EXT-MX010-G10,53.25,LIB-MX010-G10,LIB00010 (Index B),13.9,,sample,B,,#N/A
ID1506,EXT00010,G,11,EXT-MX010-G11,64.3,LIB-MX010-G11,LIB00010 (Index B),9.1,,sample,B,,#N/A
ID1170,EXT00010,H,1,EXT-MX010-H1,58.69,LIB-MX010-H1,LIB00010 (Index B),0.2,x,sample,B,lowyield,selected
ID1815,EXT00010,H,2,EXT-MX010-H2,138,LIB-MX010-H2,LIB00010 (Index B),1.6,,sample,B,,#N/A
ID1255,EXT00010,H,3,EXT-MX010-H3,69.15,LIB-MX010-H3,LIB00010 (Index B),9.6,,sample,B,,#N/A
ID3203,EXT00010,H,4,EXT-MX010-H4,53.41,LIB-MX010-H4,LIB00010 (Index B),18.3,,sample,B,,#N/A
ID1651,EXT00010,H,5,EXT-MX010-H5,73.8,LIB-MX010-H5,LIB00010 (Index B),11.1,,sample,B,,#N/A
ID1840,EXT00010,H,6,EXT-MX010-H6,8.44,LIB-MX010-H6,LIB00010 (Index B),8.9,,sample,B,,#N/A
ID1718,EXT00010,H,7,EXT-MX010-H7,48.18,LIB-MX010-H7,LIB00010 (Index B),8.3,,sample,B,,#N/A
ID1880,EXT00010,H,8,EXT-MX010-H8,20.81,LIB-MX010-H8,LIB00010 (Index B),9.2,,sample,B,,#N/A
ID1091,EXT00010,H,9,EXT-MX010-H9,32.77,LIB-MX010-H9,LIB00010 (Index B),11.8,,sample,B,,#N/A
ID1471,EXT00010,H,10,EXT-MX010-H10,52.46,LIB-MX010-H10,LIB00010 (Index B),11.9,,sample,B,,#N/A
ID1301,EXT00010,H,11,EXT-MX010-H11,70.46,LIB-MX010-H11,LIB00010 (Index B),10.0,,sample,B,,#N/A
ID3199,EXT00011,A,1,EXT-MX011-A1,17.98,LIB-MX011-A1,LIB00011 (Index C),0.6,x,sample,C,lowyield,#N/A
ID1701,EXT00011,A,2,EXT-MX011-A2,33.95,LIB-MX011-A2,LIB00011 (Index C),3.8,,sample,C,,#N/A
ID1701,EXT00011,A,2,EXT-MX011-A2,33.95,LIB-MX011-A2,LIB00011 (Index C),3.8,,sample,C,,#N/A
ID3258,EXT00011,A,3,EXT-MX011-A3,50.51,LIB-MX011-A3,LIB00011 (Index C),3.2,,sample,C,,#N/A
ID1272,EXT00011,A,4,EXT-MX011-A4,51.79,LIB-MX011-A4,LIB00011 (Index C),3.6,,sample,C,,#N/A
ID1371,EXT00011,A,5,EXT-MX011-A5,36.54,LIB-MX011-A5,LIB00011 (Index C),2.1,,sample,C,,#N/A
ID1464,EXT00011,A,6,EXT-MX011-A6,39.41,LIB-MX011-A6,LIB00011 (Index C),2.4,,sample,C,,#N/A
ID1446,EXT00011,A,7,EXT-MX011-A7,10.11,LIB-MX011-A7,LIB00011 (Index C),3.1,,sample,C,,#N/A
ID1696,EXT00011,A,8,EXT-MX011-A8,17.03,LIB-MX011-A8,LIB00011 (Index C),3.5,,sample,C,,#N/A
ID1270,EXT00011,A,9,EXT-MX011-A9,35.96,LIB-MX011-A9,LIB00011 (Index C),3.6,,sample,C,,#N/A
ID1276,EXT00011,A,10,EXT-MX011-A10,24.56,LIB-MX011-A10,LIB00011 (Index C),1.8,,sample,C,,#N/A
ID3344,EXT00011,A,11,EXT-MX011-A11,61.31,LIB-MX011-A11,LIB00011 (Index C),3.3,,sample,C,,#N/A
ID1491,EXT00011,B,1,EXT-MX011-B1,53.14,LIB-MX011-B1,LIB00011 (Index C),2.8,,sample,C,,#N/A
ID1110,EXT00011,B,2,EXT-MX011-B2,55.06,LIB-MX011-B2,LIB00011 (Index C),2.5,,sample,C,,#N/A
ID1346,EXT00011,B,3,EXT-MX011-B3,24.97,LIB-MX011-B3,LIB00011 (Index C),2.8,,sample,C,,#N/A
ID1787,EXT00011,B,4,EXT-MX011-B4,54.5,LIB-MX011-B4,LIB00011 (Index C),2.1,,sample,C,,#N/A
ID3148,EXT00011,B,5,EXT-MX011-B5,43.97,LIB-MX011-B5,LIB00011 (Index C),2.6,,sample,C,,#N/A
ID1081,EXT00011,B,6,EXT-MX011-B6,31.48,LIB-MX011-B6,LIB00011 (Index C),2.5,,sample,C,,#N/A
ID1461,EXT00011,B,7,EXT-MX011-B7,34.91,LIB-MX011-B7,LIB00011 (Index C),4.0,,sample,C,,#N/A
ID3230,EXT00011,B,8,EXT-MX011-B8,25.44,LIB-MX011-B8,LIB00011 (Index C),2.3,,sample,C,,#N/A
ID1243,EXT00011,B,9,EXT-MX011-B9,26.53,LIB-MX011-B9,LIB00011 (Index C),2.7,,sample,C,,#N/A
ID1762,EXT00011,B,10,EXT-MX011-B10,25.87,LIB-MX011-B10,LIB00011 (Index C),2.8,,sample,C,,#N/A
ID3242,EXT00011,B,11,EXT-MX011-B11,43.49,LIB-MX011-B11,LIB00011 (Index C),4.0,,sample,C,,#N/A
ID1999,EXT00011,C,1,EXT-MX011-C1,48.48,LIB-MX011-C1,LIB00011 (Index C),2.6,,sample,C,,#N/A
ID3189,EXT00011,C,2,EXT-MX011-C2,35.9,LIB-MX011-C2,LIB00011 (Index C),3.2,,sample,C,,#N/A
NA,EXT00011,C,3,EXT-MX011-C3,0.01,LIB-MX011-C3,LIB00011 (Index C),0.0,,control,C,,#N/A
ID1274,EXT00011,C,4,EXT-MX011-C4,21.31,LIB-MX011-C4,LIB00011 (Index C),4.0,,sample,C,,#N/A
ID1009,EXT00011,C,5,EXT-MX011-C5,51.2,LIB-MX011-C5,LIB00011 (Index C),2.0,,sample,C,,#N/A
ID1717,EXT00011,C,6,EXT-MX011-C6,24.6,LIB-MX011-C6,LIB00011 (Index C),2.3,,sample,C,,#N/A
ID1975,EXT00011,C,7,EXT-MX011-C7,31.59,LIB-MX011-C7,LIB00011 (Index C),4.2,,sample,C,,#N/A
ID1666,EXT00011,C,8,EXT-MX011-C8,40.36,LIB-MX011-C8,LIB00011 (Index C),2.2,,sample,C,,#N/A
ID1689,EXT00011,C,9,EXT-MX011-C9,44.21,LIB-MX011-C9,LIB00011 (Index C),2.7,,sample,C,,#N/A
NA,EXT00011,C,10,EXT-MX011-C10,0,LIB-MX011-C10,LIB00011 (Index C),0.0,,control,C,,#N/A
ID1671,EXT00011,C,11,EXT-MX011-C11,49.73,LIB-MX011-C11,LIB00011 (Index C),2.2,,sample,C,,#N/A
ID1721,EXT00011,D,1,EXT-MX011-D1,53.5,LIB-MX011-D1,LIB00011 (Index C),3.1,,sample,C,,#N/A
ID3399,EXT00011,D,2,EXT-MX011-D2,58.66,LIB-MX011-D2,LIB00011 (Index C),3.1,,sample,C,,#N/A
ID1890,EXT00011,D,3,EXT-MX011-D3,31.22,LIB-MX011-D3,LIB00011 (Index C),3.6,,sample,C,,#N/A
ID1360,EXT00011,D,4,EXT-MX011-D4,31.04,LIB-MX011-D4,LIB00011 (Index C),4.2,,sample,C,,#N/A
ID1963,EXT00011,D,5,EXT-MX011-D5,37.58,LIB-MX011-D5,LIB00011 (Index C),1.7,,sample,C,,#N/A
ID3321,EXT00011,D,6,EXT-MX011-D6,38.86,LIB-MX011-D6,LIB00011 (Index C),2.2,,sample,C,,#N/A
ID1316,EXT00011,D,7,EXT-MX011-D7,41.76,LIB-MX011-D7,LIB00011 (Index C),2.4,,sample,C,,#N/A
ID1731,EXT00011,D,8,EXT-MX011-D8,33.28,LIB-MX011-D8,LIB00011 (Index C),8.0,,sample,C,,#N/A
ID3352,EXT00011,D,9,EXT-MX011-D9,36.5,LIB-MX011-D9,LIB00011 (Index C),3.5,,sample,C,,#N/A
ID1079,EXT00011,D,10,EXT-MX011-D10,32.46,LIB-MX011-D10,LIB00011 (Index C),2.4,,sample,C,,#N/A
ID3144,EXT00011,D,11,EXT-MX011-D11,36.57,LIB-MX011-D11,LIB00011 (Index C),2.5,,sample,C,,#N/A
ID3055,EXT00011,E,1,EXT-MX011-E1,66.98,LIB-MX011-E1,LIB00011 (Index C),3.6,,sample,C,,#N/A
ID1402,EXT00011,E,2,EXT-MX011-E2,55.71,LIB-MX011-E2,LIB00011 (Index C),3.5,,sample,C,,#N/A
ID3200,EXT00011,E,3,EXT-MX011-E3,50.95,LIB-MX011-E3,LIB00011 (Index C),2.3,,sample,C,,#N/A
ID1369,EXT00011,E,4,EXT-MX011-E4,48.58,LIB-MX011-E4,LIB00011 (Index C),3.1,,sample,C,,#N/A
ID1395,EXT00011,E,5,EXT-MX011-E5,49.29,LIB-MX011-E5,LIB00011 (Index C),3.4,,sample,C,,#N/A
ID1770,EXT00011,E,6,EXT-MX011-E6,50.95,LIB-MX011-E6,LIB00011 (Index C),2.8,,sample,C,,#N/A
ID1108,EXT00011,E,7,EXT-MX011-E7,23.48,LIB-MX011-E7,LIB00011 (Index C),36.7,,sample,C,,#N/A
ID1561,EXT00011,E,8,EXT-MX011-E8,8.89,LIB-MX011-E8,LIB00011 (Index C),0.6,x,sample,C,lowyield,selected
ID3229,EXT00011,E,9,EXT-MX011-E9,37.55,LIB-MX011-E9,LIB00011 (Index C),2.1,,sample,C,,#N/A
ID3034,EXT00011,E,10,EXT-MX011-E10,26.77,LIB-MX011-E10,LIB00011 (Index C),2.2,,sample,C,,#N/A
ID1088,EXT00011,E,11,EXT-MX011-E11,13.24,LIB-MX011-E11,LIB00011 (Index C),1.8,,sample,C,,#N/A
ID1075,EXT00011,F,1,EXT-MX011-F1,56.45,LIB-MX011-F1,LIB00011 (Index C),2.8,,sample,C,,#N/A
ID3400,EXT00011,F,2,EXT-MX011-F2,64.67,LIB-MX011-F2,LIB00011 (Index C),3.7,,sample,C,,#N/A
NA,EXT00011,F,3,EXT-MX011-F3,0,LIB-MX011-F3,LIB00011 (Index C),0.0,,control,C,,#N/A
ID1358,EXT00011,F,4,EXT-MX011-F4,42.11,LIB-MX011-F4,LIB00011 (Index C),12.0,,sample,C,,#N/A
ID3196,EXT00011,F,5,EXT-MX011-F5,56.15,LIB-MX011-F5,LIB00011 (Index C),2.5,,sample,C,,#N/A
ID1881,EXT00011,F,6,EXT-MX011-F6,59.43,LIB-MX011-F6,LIB00011 (Index C),2.2,,sample,C,,#N/A
ID1606,EXT00011,F,7,EXT-MX011-F7,44.39,LIB-MX011-F7,LIB00011 (Index C),3.3,,sample,C,,#N/A
ID1059,EXT00011,F,8,EXT-MX011-F8,50.15,LIB-MX011-F8,LIB00011 (Index C),1.9,,sample,C,,#N/A
ID1705,EXT00011,F,9,EXT-MX011-F9,43.33,LIB-MX011-F9,LIB00011 (Index C),2.1,,sample,C,,#N/A
NA,EXT00011,F,10,EXT-MX011-F10,0,LIB-MX011-F10,LIB00011 (Index C),0.0,,control,C,,#N/A
ID1234,EXT00011,F,11,EXT-MX011-F11,33.98,LIB-MX011-F11,LIB00011 (Index C),2.5,,sample,C,,#N/A
ID1362,EXT00011,G,1,EXT-MX011-G1,36.29,LIB-MX011-G1,LIB00011 (Index C),1.0,,sample,C,,#N/A
ID1532,EXT00011,G,2,EXT-MX011-G2,67.69,LIB-MX011-G2,LIB00011 (Index C),2.6,,sample,C,,#N/A
ID1370,EXT00011,G,3,EXT-MX011-G3,46.61,LIB-MX011-G3,LIB00011 (Index C),2.6,,sample,C,,#N/A
ID3097,EXT00011,G,4,EXT-MX011-G4,47.31,LIB-MX011-G4,LIB00011 (Index C),4.8,,sample,C,,#N/A
ID1144,EXT00011,G,5,EXT-MX011-G5,72.19,LIB-MX011-G5,LIB00011 (Index C),1.8,,sample,C,,#N/A
ID1748,EXT00011,G,6,EXT-MX011-G6,43.3,LIB-MX011-G6,LIB00011 (Index C),2.3,,sample,C,,#N/A
ID1956,EXT00011,G,7,EXT-MX011-G7,43.2,LIB-MX011-G7,LIB00011 (Index C),1.8,,sample,C,,#N/A
ID3231,EXT00011,G,8,EXT-MX011-G8,9.46,LIB-MX011-G8,LIB00011 (Index C),0.0,x,sample,C,lowyield,selected
ID3102,EXT00011,G,9,EXT-MX011-G9,44.41,LIB-MX011-G9,LIB00011 (Index C),6.8,,sample,C,,#N/A
ID1566,EXT00011,G,10,EXT-MX011-G10,46.93,LIB-MX011-G10,LIB00011 (Index C),2.4,,sample,C,,#N/A
ID1901,EXT00011,G,11,EXT-MX011-G11,50.91,LIB-MX011-G11,LIB00011 (Index C),2.2,,sample,C,,#N/A
ID1095,EXT00011,H,1,EXT-MX011-H1,5.4,LIB-MX011-H1,LIB00011 (Index C),0.1,x,sample,C,lowyield,selected
ID1262,EXT00011,H,2,EXT-MX011-H2,67.84,LIB-MX011-H2,LIB00011 (Index C),3.7,,sample,C,,#N/A
ID1212,EXT00011,H,3,EXT-MX011-H3,48.82,LIB-MX011-H3,LIB00011 (Index C),3.4,,sample,C,,#N/A
ID1100,EXT00011,H,4,EXT-MX011-H4,53.03,LIB-MX011-H4,LIB00011 (Index C),2.0,,sample,C,,#N/A
ID3312,EXT00011,H,5,EXT-MX011-H5,36.22,LIB-MX011-H5,LIB00011 (Index C),2.6,,sample,C,,#N/A
ID1823,EXT00011,H,6,EXT-MX011-H6,66.51,LIB-MX011-H6,LIB00011 (Index C),2.7,,sample,C,,#N/A
ID1732,EXT00011,H,7,EXT-MX011-H7,43.17,LIB-MX011-H7,LIB00011 (Index C),3.2,,sample,C,,#N/A
ID1697,EXT00011,H,8,EXT-MX011-H8,49.46,LIB-MX011-H8,LIB00011 (Index C),1.5,,sample,C,,#N/A
ID1743,EXT00011,H,9,EXT-MX011-H9,29.21,LIB-MX011-H9,LIB00011 (Index C),3.6,,sample,C,,#N/A
ID3093,EXT00011,H,10,EXT-MX011-H10,51.96,LIB-MX011-H10,LIB00011 (Index C),2.2,,sample,C,,#N/A
NA,EXT00011,H,11,EXT-MX011-H11,4.73,LIB-MX011-H11,LIB00011 (Index C),3.1,,control,C,,#N/A
NA,EXT00001,E,12,NA,NA,LIB-MX001-E12,LIB0001 (Index A),0.0,,control,A,,#N/A
NA,EXT00001,F,12,NA,NA,LIB-MX001-F12,LIB0001 (Index A),4.3,,control,A,,#N/A
NA,EXT00002,E,12,NA,NA,LIB-MX002-E12,LIB0002 (Index B),0.0,,control,B,,#N/A
NA,EXT00002,F,12,NA,NA,LIB-MX002-F12,LIB0002 (Index B),3.6,,control,B,,#N/A
NA,EXT00003,E,12,NA,NA,LIB-MX003-E12,LIB0003 (Index C) run2,0.0,,control,C,,#N/A
NA,EXT00003,F,12,NA,NA,LIB-MX003-F12,LIB0003 (Index C) run2,0.3,,control,C,,#N/A
NA,EXT00004,E,12,NA,NA,LIB-MX004-E12,LIB0004 (Index D),0.0,,control,D,,#N/A
NA,EXT00004,F,12,NA,NA,LIB-MX004-F12,LIB0004 (Index D),2.7,,control,D,,#N/A
NA,EXT00005,E,12,NA,NA,LIB-MX005-E12,LIB0005 (Index A) run2,0.0,,control,A,,#N/A
NA,EXT00005,F,12,NA,NA,LIB-MX005-F12,LIB0005 (Index A) run2,2.3,,control,A,,#N/A
NA,EXT00006,E,12,NA,NA,LIB-MX006-E12,LIB0006 (Index B),0.0,,control,B,,#N/A
NA,EXT00006,F,12,NA,NA,LIB-MX006-F12,LIB0006 (Index B),5.8,,control,B,,#N/A
NA,EXT00007,E,12,NA,NA,LIB-MX007-E12,LIB0007 (Index C),0.0,,control,C,,#N/A
NA,EXT00007,F,12,NA,NA,LIB-MX007-F12,LIB0007 (Index C),0.8,,control,C,,#N/A
NA,EXT00008,E,12,NA,NA,LIB-MX008_run2-E12,LIB0008 run2 (Index D),0.0,,control,D,,#N/A
NA,EXT00008,F,12,NA,NA,LIB-MX008_run2-F12,LIB0008 run2 (Index D),2.8,,control,D,,#N/A
NA,EXT00009,E,12,NA,NA,LIB-MX009-E12,LIB0009_run2 (Index A),0.0,,control,A,,#N/A
NA,EXT00009,F,12,NA,NA,LIB-MX009-F12,LIB0009_run2 (Index A),6.6,,control,A,,#N/A
NA,EXT00010,E,12,NA,NA,LIB-MX010-E12,LIB00010 (Index B),0.0,,control,B,,#N/A
NA,EXT00010,F,12,NA,NA,LIB-MX010-F12,LIB00010 (Index B),10.1,,control,B,,#N/A
NA,EXT00011,E,12,NA,NA,LIB-MX011-E12,LIB00011 (Index C),0.0,,control,C,,#N/A
NA,EXT00011,F,12,NA,NA,LIB-MX011-F12,LIB00011 (Index C),3.3,,control,C,,#N/A
